PETR4	06/06/2011	23.87	0.38	38	10:03:15	
PETR4	06/06/2011	23.86	0.34	41	10:03:20	
PETR4	06/06/2011	23.85	0.29	44	10:03:39	
PETR4	06/06/2011	23.85	0.29	46	10:03:58	
PETR4	06/06/2011	23.87	0.38	53	10:04:34	
PETR4	06/06/2011	23.87	0.38	55	10:04:38	
PETR4	06/06/2011	23.88	0.42	57	10:04:41	
PETR4	06/06/2011	23.87	0.38	59	10:04:47	
PETR4	06/06/2011	23.87	0.38	60	10:04:55	
PETR4	06/06/2011	23.86	0.34	61	10:04:59	
PETR4	06/06/2011	23.86	0.34	64	10:05:07	
PETR4	06/06/2011	23.86	0.34	65	10:05:13	
PETR4	06/06/2011	23.85	0.29	66	10:05:15	
PETR4	06/06/2011	23.86	0.34	67	10:05:22	
PETR4	06/06/2011	23.85	0.29	68	10:05:54	
PETR4	06/06/2011	23.86	0.34	69	10:06:00	
PETR4	06/06/2011	23.85	0.29	70	10:06:06	
PETR4	06/06/2011	23.86	0.34	72	10:06:09	
PETR4	06/06/2011	23.86	0.34	73	10:06:17	
PETR4	06/06/2011	23.86	0.34	74	10:06:20	
PETR4	06/06/2011	23.85	0.29	75	10:06:32	
PETR4	06/06/2011	23.86	0.34	76	10:06:37	
PETR4	06/06/2011	23.86	0.34	77	10:06:41	
PETR4	06/06/2011	23.85	0.29	80	10:06:44	
PETR4	06/06/2011	23.85	0.29	82	10:06:54	
PETR4	06/06/2011	23.86	0.34	83	10:07:01	
PETR4	06/06/2011	23.85	0.29	84	10:07:07	
PETR4	06/06/2011	23.85	0.29	85	10:07:25	
PETR4	06/06/2011	23.86	0.34	89	10:07:41	
PETR4	06/06/2011	23.86	0.34	91	10:07:44	
PETR4	06/06/2011	23.86	0.34	93	10:07:47	
PETR4	06/06/2011	23.86	0.34	99	10:07:50	
PETR4	06/06/2011	23.86	0.34	104	10:07:52	
PETR4	06/06/2011	23.87	0.38	111	10:07:54	
PETR4	06/06/2011	23.87	0.38	112	10:07:56	
PETR4	06/06/2011	23.87	0.38	114	10:08:06	
PETR4	06/06/2011	23.86	0.34	117	10:08:12	
PETR4	06/06/2011	23.86	0.34	120	10:08:16	
PETR4	06/06/2011	23.87	0.38	122	10:08:18	
PETR4	06/06/2011	23.86	0.34	123	10:08:46	
PETR4	06/06/2011	23.86	0.34	124	10:09:14	
PETR4	06/06/2011	23.86	0.34	132	10:09:18	
PETR4	06/06/2011	23.86	0.34	133	10:09:51	
PETR4	06/06/2011	23.87	0.38	134	10:09:58	
PETR4	06/06/2011	23.86	0.34	135	10:10:01	
PETR4	06/06/2011	23.87	0.38	136	10:10:10	
PETR4	06/06/2011	23.86	0.34	137	10:10:22	
PETR4	06/06/2011	23.87	0.38	139	10:10:47	
PETR4	06/06/2011	23.87	0.38	140	10:10:48	
PETR4	06/06/2011	23.87	0.38	141	10:10:58	
PETR4	06/06/2011	23.86	0.34	142	10:10:59	
PETR4	06/06/2011	23.86	0.34	143	10:11:05	
PETR4	06/06/2011	23.86	0.34	145	10:11:12	
PETR4	06/06/2011	23.87	0.38	150	10:11:46	
PETR4	06/06/2011	23.86	0.34	156	10:11:49	
PETR4	06/06/2011	23.85	0.29	157	10:11:55	
PETR4	06/06/2011	23.85	0.29	158	10:12:02	
PETR4	06/06/2011	23.85	0.29	164	10:12:06	
PETR4	06/06/2011	23.86	0.34	167	10:12:16	
PETR4	06/06/2011	23.87	0.38	169	10:12:20	
PETR4	06/06/2011	23.87	0.38	170	10:12:45	
PETR4	06/06/2011	23.86	0.34	173	10:12:55	
PETR4	06/06/2011	23.86	0.34	174	10:12:56	
PETR4	06/06/2011	23.86	0.34	179	10:13:00	
PETR4	06/06/2011	23.86	0.34	186	10:13:03	
PETR4	06/06/2011	23.86	0.34	196	10:13:05	
