PETR4	01/07/2011	23.65	-0.3	58	10:04:20	
PETR4	01/07/2011	23.63	-0.38	62	10:04:22	
PETR4	01/07/2011	23.62	-0.42	64	10:04:28	
PETR4	01/07/2011	23.63	-0.38	65	10:04:31	
PETR4	01/07/2011	23.63	-0.38	68	10:04:36	
PETR4	01/07/2011	23.65	-0.3	72	10:04:59	
PETR4	01/07/2011	23.64	-0.34	79	10:05:02	
PETR4	01/07/2011	23.64	-0.34	89	10:05:09	
PETR4	01/07/2011	23.64	-0.34	90	10:05:14	
PETR4	01/07/2011	23.65	-0.3	92	10:05:17	
PETR4	01/07/2011	23.65	-0.3	99	10:05:33	
PETR4	01/07/2011	23.64	-0.34	101	10:05:36	
PETR4	01/07/2011	23.65	-0.3	105	10:05:39	
PETR4	01/07/2011	23.65	-0.3	111	10:05:45	
PETR4	01/07/2011	23.65	-0.3	130	10:05:48	
PETR4	01/07/2011	23.65	-0.3	139	10:05:51	
PETR4	01/07/2011	23.63	-0.38	140	10:05:52	
PETR4	01/07/2011	23.64	-0.34	141	10:06:04	
PETR4	01/07/2011	23.64	-0.34	144	10:06:09	
PETR4	01/07/2011	23.64	-0.34	146	10:06:14	
PETR4	01/07/2011	23.64	-0.34	147	10:06:20	
PETR4	01/07/2011	23.63	-0.38	148	10:06:25	
PETR4	01/07/2011	23.64	-0.34	154	10:06:32	
PETR4	01/07/2011	23.64	-0.34	162	10:06:35	
PETR4	01/07/2011	23.64	-0.34	164	10:06:37	
PETR4	01/07/2011	23.63	-0.38	165	10:06:39	
PETR4	01/07/2011	23.64	-0.34	166	10:06:54	
PETR4	01/07/2011	23.64	-0.34	167	10:06:57	
PETR4	01/07/2011	23.64	-0.34	168	10:07:04	
PETR4	01/07/2011	23.63	-0.38	169	10:07:05	
PETR4	01/07/2011	23.64	-0.34	170	10:07:10	
PETR4	01/07/2011	23.64	-0.34	171	10:07:27	
PETR4	01/07/2011	23.63	-0.38	176	10:07:37	
PETR4	01/07/2011	23.62	-0.42	177	10:07:43	
PETR4	01/07/2011	23.62	-0.42	179	10:07:50	
PETR4	01/07/2011	23.63	-0.38	180	10:07:56	
PETR4	01/07/2011	23.6	-0.51	185	10:08:07	
PETR4	01/07/2011	23.59	-0.55	193	10:08:14	
PETR4	01/07/2011	23.59	-0.55	197	10:08:30	
PETR4	01/07/2011	23.59	-0.55	199	10:08:36	
PETR4	01/07/2011	23.6	-0.51	202	10:08:41	
PETR4	01/07/2011	23.59	-0.55	203	10:08:48	
PETR4	01/07/2011	23.6	-0.51	204	10:08:50	
PETR4	01/07/2011	23.6	-0.51	207	10:08:52	
PETR4	01/07/2011	23.58	-0.59	209	10:08:58	
PETR4	01/07/2011	23.58	-0.59	211	10:09:02	
PETR4	01/07/2011	23.58	-0.59	214	10:09:11	
PETR4	01/07/2011	23.57	-0.63	217	10:09:16	
PETR4	01/07/2011	23.57	-0.63	218	10:09:17	
PETR4	01/07/2011	23.56	-0.67	219	10:09:20	
PETR4	01/07/2011	23.57	-0.63	221	10:09:22	
PETR4	01/07/2011	23.57	-0.63	224	10:09:28	
PETR4	01/07/2011	23.56	-0.67	228	10:09:32	
