PETR4	22/02/2011	27.46	0.22	88	11:04:12	
PETR4	22/02/2011	27.47	0.26	98	11:04:14	
PETR4	22/02/2011	27.45	0.18	102	11:04:17	
PETR4	22/02/2011	27.46	0.22	105	11:04:21	
PETR4	22/02/2011	27.46	0.22	106	11:04:23	
PETR4	22/02/2011	27.48	0.29	110	11:04:26	
PETR4	22/02/2011	27.5	0.36	111	11:04:29	
PETR4	22/02/2011	27.48	0.29	113	11:04:31	
PETR4	22/02/2011	27.49	0.33	115	11:04:34	
PETR4	22/02/2011	27.49	0.33	117	11:04:39	
PETR4	22/02/2011	27.49	0.33	121	11:04:40	
PETR4	22/02/2011	27.5	0.36	131	11:04:44	
PETR4	22/02/2011	27.53	0.47	138	11:04:47	
PETR4	22/02/2011	27.5	0.36	144	11:04:53	
PETR4	22/02/2011	27.5	0.36	145	11:04:54	
PETR4	22/02/2011	27.51	0.4	146	11:04:58	
PETR4	22/02/2011	27.53	0.47	152	11:05:01	
PETR4	22/02/2011	27.53	0.47	156	11:05:05	
PETR4	22/02/2011	27.54	0.51	157	11:05:06	
PETR4	22/02/2011	27.53	0.47	162	11:05:12	
PETR4	22/02/2011	27.53	0.47	166	11:05:14	
PETR4	22/02/2011	27.53	0.47	175	11:05:17	
PETR4	22/02/2011	27.54	0.51	177	11:05:20	
PETR4	22/02/2011	27.55	0.55	192	11:05:23	
PETR4	22/02/2011	27.55	0.55	197	11:05:26	
PETR4	22/02/2011	27.55	0.55	198	11:05:29	
PETR4	22/02/2011	27.55	0.55	199	11:05:32	
PETR4	22/02/2011	27.56	0.58	209	11:05:38	
PETR4	22/02/2011	27.59	0.69	224	11:05:39	
PETR4	22/02/2011	27.58	0.66	225	11:05:45	
PETR4	22/02/2011	27.59	0.69	231	11:05:53	
PETR4	22/02/2011	27.57	0.62	241	11:05:55	
PETR4	22/02/2011	27.59	0.69	247	11:05:58	
PETR4	22/02/2011	27.6	0.73	272	11:06:07	
PETR4	22/02/2011	27.6	0.73	273	11:06:11	
PETR4	22/02/2011	27.62	0.8	280	11:06:15	
PETR4	22/02/2011	27.63	0.84	287	11:06:18	
PETR4	22/02/2011	27.63	0.84	289	11:06:19	
PETR4	22/02/2011	27.63	0.84	296	11:06:24	
PETR4	22/02/2011	27.64	0.88	311	11:06:27	
PETR4	22/02/2011	27.63	0.84	319	11:06:28	
PETR4	22/02/2011	27.63	0.84	327	11:06:33	
PETR4	22/02/2011	27.65	0.91	333	11:06:36	
PETR4	22/02/2011	27.65	0.91	340	11:06:39	
PETR4	22/02/2011	27.64	0.88	343	11:06:41	
PETR4	22/02/2011	27.64	0.88	350	11:06:45	
PETR4	22/02/2011	27.64	0.88	358	11:06:48	
PETR4	22/02/2011	27.64	0.88	363	11:06:51	
PETR4	22/02/2011	27.65	0.91	370	11:06:53	
PETR4	22/02/2011	27.65	0.91	379	11:06:57	
PETR4	22/02/2011	27.63	0.84	391	11:07:00	
PETR4	22/02/2011	27.65	0.91	394	11:07:03	
PETR4	22/02/2011	27.63	0.84	401	11:07:06	
PETR4	22/02/2011	27.63	0.84	407	11:07:09	
PETR4	22/02/2011	27.64	0.88	411	11:07:12	
PETR4	22/02/2011	27.63	0.84	413	11:07:15	
PETR4	22/02/2011	27.63	0.84	419	11:07:18	
PETR4	22/02/2011	27.63	0.84	422	11:07:21	
PETR4	22/02/2011	27.63	0.84	423	11:07:24	
PETR4	22/02/2011	27.65	0.91	434	11:07:27	
PETR4	22/02/2011	27.66	0.95	443	11:07:30	
PETR4	22/02/2011	27.64	0.88	449	11:07:33	
PETR4	22/02/2011	27.64	0.88	454	11:07:36	
PETR4	22/02/2011	27.64	0.88	457	11:07:38	
PETR4	22/02/2011	27.64	0.88	462	11:07:40	
PETR4	22/02/2011	27.64	0.88	465	11:07:45	
PETR4	22/02/2011	27.67	0.99	483	11:07:50	
PETR4	22/02/2011	27.66	0.95	484	11:07:53	
PETR4	22/02/2011	27.67	0.99	487	11:07:55	
PETR4	22/02/2011	27.66	0.95	492	11:08:00	
PETR4	22/02/2011	27.68	1.02	508	11:08:04	
PETR4	22/02/2011	27.67	0.99	514	11:08:07	
PETR4	22/02/2011	27.67	0.99	520	11:08:11	
PETR4	22/02/2011	27.67	0.99	526	11:08:13	
PETR4	22/02/2011	27.68	1.02	543	11:08:16	
PETR4	22/02/2011	27.68	1.02	559	11:08:19	
PETR4	22/02/2011	27.7	1.09	572	11:08:22	
PETR4	22/02/2011	27.69	1.06	573	11:08:27	
PETR4	22/02/2011	27.69	1.06	626	11:08:32	
PETR4	22/02/2011	27.7	1.09	631	11:08:34	
PETR4	22/02/2011	27.71	1.13	637	11:08:36	
PETR4	22/02/2011	27.7	1.09	642	11:08:39	
PETR4	22/02/2011	27.7	1.09	648	11:08:44	
PETR4	22/02/2011	27.71	1.13	673	11:08:47	
PETR4	22/02/2011	27.7	1.09	685	11:08:49	
PETR4	22/02/2011	27.71	1.13	694	11:08:51	
PETR4	22/02/2011	27.7	1.09	701	11:08:55	
PETR4	22/02/2011	27.71	1.13	704	11:09:01	
PETR4	22/02/2011	27.71	1.13	720	11:09:04	
PETR4	22/02/2011	27.72	1.17	747	11:09:07	
PETR4	22/02/2011	27.71	1.13	754	11:09:11	
PETR4	22/02/2011	27.72	1.17	761	11:09:13	
PETR4	22/02/2011	27.72	1.17	767	11:09:15	
PETR4	22/02/2011	27.72	1.17	777	11:09:19	
PETR4	22/02/2011	27.73	1.2	786	11:09:22	
PETR4	22/02/2011	27.72	1.17	795	11:09:24	
PETR4	22/02/2011	27.73	1.2	801	11:09:27	
PETR4	22/02/2011	27.73	1.2	805	11:09:30	
PETR4	22/02/2011	27.73	1.2	811	11:09:33	
PETR4	22/02/2011	27.75	1.28	841	11:09:37	
PETR4	22/02/2011	27.75	1.28	861	11:09:40	
PETR4	22/02/2011	27.75	1.28	875	11:09:43	
PETR4	22/02/2011	27.75	1.28	891	11:09:46	
PETR4	22/02/2011	27.75	1.28	894	11:09:48	
PETR4	22/02/2011	27.75	1.28	895	11:09:51	
PETR4	22/02/2011	27.76	1.31	915	11:09:54	
PETR4	22/02/2011	27.76	1.31	935	11:09:58	
PETR4	22/02/2011	27.77	1.35	938	11:10:01	
PETR4	22/02/2011	27.82	1.53	1030	11:10:04	
PETR4	22/02/2011	27.82	1.53	1079	11:10:07	
PETR4	22/02/2011	27.84	1.61	1093	11:10:10	
PETR4	22/02/2011	27.84	1.61	1105	11:10:13	
PETR4	22/02/2011	27.85	1.64	1147	11:10:16	
PETR4	22/02/2011	27.85	1.64	1168	11:10:19	
PETR4	22/02/2011	27.83	1.57	1183	11:10:22	
PETR4	22/02/2011	27.83	1.57	1187	11:10:24	
PETR4	22/02/2011	27.83	1.57	1195	11:10:28	
PETR4	22/02/2011	27.82	1.53	1204	11:10:31	
PETR4	22/02/2011	27.85	1.64	1221	11:10:34	
PETR4	22/02/2011	27.85	1.64	1235	11:10:37	
PETR4	22/02/2011	27.85	1.64	1239	11:10:40	
